station,train_name,final_destination_station,delay_in_min,time,is_canceled,train_type,train_line_ride_id,train_line_station_num,arrival_planned_time,arrival_change_time,departure_planned_time,departure_change_time
Stuttgart Hbf,ICE 2506,Frankfurt(Main)Hbf,8,2024-07-22 14:13:00,False,ICE,-3190940513038667025-2407221148,5,2024-07-22 13:59:00,2024-07-22 14:05:00,2024-07-22 14:05:00,2024-07-22 14:13:00
Stuttgart Hbf,ICE 1096,Kiel Hbf,24,2024-07-22 15:15:00,False,ICE,7265904803286392428-2407221247,5,2024-07-22 14:43:00,2024-07-22 15:04:00,2024-07-22 14:51:00,2024-07-22 15:15:00
Stuttgart Hbf,ICE 567,München Hbf,13,2024-07-22 15:04:00,False,ICE,3762301582140299933-2407221404,3,2024-07-22 14:45:00,2024-07-22 14:59:00,2024-07-22 14:51:00,2024-07-22 15:04:00
Stuttgart Hbf,ICE 2405,München Hbf,26,2024-07-22 14:40:00,False,ICE,-5623276319120077997-2407220629,14,2024-07-22 14:08:00,2024-07-22 14:35:00,2024-07-22 14:14:00,2024-07-22 14:40:00
Stuttgart Hbf,ICE 564,Karlsruhe Hbf,0,2024-07-22 15:09:00,True,ICE,-1073960129091467682-2407221303,5,2024-07-22 15:02:00,2024-07-22 15:02:00,2024-07-22 15:09:00,2024-07-22 15:09:00
Stuttgart Hbf,ICE 2504,Frankfurt(Main)Hbf,16,2024-07-22 16:21:00,False,ICE,-3746817127465080930-2407221348,5,2024-07-22 15:59:00,2024-07-22 16:16:00,2024-07-22 16:05:00,2024-07-22 16:21:00
Stuttgart Hbf,ICE 2507,München Hbf,13,2024-07-22 16:12:00,False,ICE,8807778814697037054-2407221354,4,2024-07-22 15:53:00,2024-07-22 15:54:00,2024-07-22 15:59:00,2024-07-22 16:12:00
Stuttgart Hbf,ICE 2404,Hamburg-Harburg,14,2024-07-22 16:05:00,False,ICE,9027111534189161094-2407221327,5,2024-07-22 15:45:00,2024-07-22 15:54:00,2024-07-22 15:51:00,2024-07-22 16:05:00
Stuttgart Hbf,ICE 597,München Hbf,45,2024-07-22 16:00:00,False,ICE,434865117917205190-2407220924,8,2024-07-22 15:08:00,2024-07-22 15:51:00,2024-07-22 15:15:00,2024-07-22 16:00:00
Stuttgart Hbf,ICE 594,Hamburg-Harburg,17,2024-07-22 17:08:00,False,ICE,1140779865956290650-2407221446,5,2024-07-22 16:43:00,2024-07-22 17:03:00,2024-07-22 16:51:00,2024-07-22 17:08:00
Stuttgart Hbf,ICE 569,München Hbf,7,2024-07-22 16:58:00,False,ICE,-7759827436146803415-2407221604,3,2024-07-22 16:45:00,2024-07-22 16:53:00,2024-07-22 16:51:00,2024-07-22 16:58:00
Stuttgart Hbf,ICE 2407,München Hbf,42,2024-07-22 16:56:00,False,ICE,-6564341875414589886-2407220829,14,2024-07-22 16:08:00,2024-07-22 16:30:00,2024-07-22 16:14:00,2024-07-22 16:56:00
Stuttgart Hbf,ICE 599,München Hbf,62,2024-07-22 18:16:00,False,ICE,3567808221161966225-2407221124,8,2024-07-22 17:08:00,2024-07-22 18:08:00,2024-07-22 17:14:00,2024-07-22 18:16:00
Stuttgart Hbf,ICE 562,Saarbrücken Hbf,0,2024-07-22 17:08:00,True,ICE,-6869650552962585885-2407221502,5,2024-07-22 17:02:00,2024-07-22 17:02:00,2024-07-22 17:08:00,2024-07-22 17:08:00
Stuttgart Hbf,ICE 2402,Dortmund Hbf,13,2024-07-22 18:04:00,False,ICE,-5049952125224097798-2407221528,5,2024-07-22 17:45:00,2024-07-22 17:59:00,2024-07-22 17:51:00,2024-07-22 18:04:00
Stuttgart Hbf,ICE 2509,München Hbf,5,2024-07-22 18:04:00,False,ICE,-8570183957246820181-2407221554,4,2024-07-22 17:52:00,2024-07-22 17:59:00,2024-07-22 17:59:00,2024-07-22 18:04:00
Stuttgart Hbf,ICE 2502,Frankfurt(Main)Hbf,36,2024-07-22 18:41:00,False,ICE,-1481309699314519873-2407221547,5,2024-07-22 17:59:00,2024-07-22 18:35:00,2024-07-22 18:05:00,2024-07-22 18:41:00
Stuttgart Hbf,ICE 592,Frankfurt(Main)Hbf,17,2024-07-22 19:08:00,False,ICE,5089820149948252230-2407221646,5,2024-07-22 18:43:00,2024-07-22 18:59:00,2024-07-22 18:51:00,2024-07-22 19:08:00
Stuttgart Hbf,ICE 2409,München Hbf,96,2024-07-22 19:50:00,False,ICE,4921089780310698838-2407221030,14,2024-07-22 18:08:00,2024-07-22 19:45:00,2024-07-22 18:14:00,2024-07-22 19:50:00
Stuttgart Hbf,ICE 1069,München Hbf,0,2024-07-22 18:51:00,True,ICE,7280991471195430281-2407221804,3,2024-07-22 18:45:00,2024-07-22 18:45:00,2024-07-22 18:51:00,2024-07-22 18:51:00
Stuttgart Hbf,ICE 2400,Berlin Ostbahnhof,29,2024-07-22 20:20:00,False,ICE,3612321124108775378-2407221728,5,2024-07-22 19:45:00,2024-07-22 20:15:00,2024-07-22 19:51:00,2024-07-22 20:20:00
Stuttgart Hbf,ICE 2500,Frankfurt(Main)Hbf,33,2024-07-22 20:38:00,False,ICE,7958024030493783972-2407221747,5,2024-07-22 19:59:00,2024-07-22 20:33:00,2024-07-22 20:05:00,2024-07-22 20:38:00
Stuttgart Hbf,ICE 2511,München Hbf,4,2024-07-22 20:03:00,False,ICE,-6444941605235901936-2407221747,4,2024-07-22 19:53:00,2024-07-22 19:58:00,2024-07-22 19:59:00,2024-07-22 20:03:00
Stuttgart Hbf,ICE 1211,Innsbruck Hbf,2,2024-07-22 19:17:00,False,ICE,6795498665772062818-2407221324,8,2024-07-22 19:08:00,2024-07-22 19:09:00,2024-07-22 19:15:00,2024-07-22 19:17:00
Stuttgart Hbf,ICE 266,Basel SBB,0,2024-07-22 19:12:00,True,ICE,-2795453744905001153-2407221659,6,2024-07-22 19:02:00,2024-07-22 19:02:00,2024-07-22 19:12:00,2024-07-22 19:12:00
Stuttgart Hbf,ICE 590,Frankfurt(Main)Hbf,2,2024-07-22 20:53:00,False,ICE,-7610672940066525446-2407221846,5,2024-07-22 20:43:00,2024-07-22 20:48:00,2024-07-22 20:51:00,2024-07-22 20:53:00
Stuttgart Hbf,ICE 910,Saarbrücken Hbf,3,2024-07-22 20:41:00,False,ICE,6195485783263057734-2407221828,5,2024-07-22 20:31:00,2024-07-22 20:36:00,2024-07-22 20:38:00,2024-07-22 20:41:00
Stuttgart Hbf,ICE 2411,München Hbf,8,2024-07-22 20:22:00,False,ICE,5224976432653514129-2407221229,14,2024-07-22 20:08:00,2024-07-22 20:17:00,2024-07-22 20:14:00,2024-07-22 20:22:00
Stuttgart Hbf,ICE 2308,Frankfurt(Main)Hbf,15,2024-07-22 22:20:00,False,ICE,993826748729604473-2407221946,5,2024-07-22 21:59:00,2024-07-22 22:16:00,2024-07-22 22:05:00,2024-07-22 22:20:00
Stuttgart Hbf,ICE 560,Karlsruhe Hbf,2,2024-07-22 21:13:00,False,ICE,-1895474681646249837-2407221901,6,2024-07-22 21:03:00,2024-07-22 21:09:00,2024-07-22 21:11:00,2024-07-22 21:13:00
Stuttgart Hbf,ICE 693,München Hbf,8,2024-07-22 21:23:00,False,ICE,-5198077084450588432-2407221524,8,2024-07-22 21:08:00,2024-07-22 21:18:00,2024-07-22 21:15:00,2024-07-22 21:23:00
Stuttgart Hbf,ICE 2413,München Hbf,0,2024-07-22 22:14:00,True,ICE,-5721089426791775973-2407221044,19,2024-07-22 22:08:00,2024-07-22 22:21:00,2024-07-22 22:14:00,2024-07-22 22:14:00
Stuttgart Hbf,ICE 990,Frankfurt(Main)Hbf,5,2024-07-22 22:56:00,False,ICE,-2320340282101811304-2407222043,6,2024-07-22 22:43:00,2024-07-22 22:42:00,2024-07-22 22:51:00,2024-07-22 22:56:00
Stuttgart Hbf,ICE 698,Berlin Gesundbrunnen,10,2024-07-23 00:21:00,False,ICE,7108274583246193747-2407222151,5,2024-07-23 00:01:00,2024-07-23 00:10:00,2024-07-23 00:11:00,2024-07-23 00:21:00
Stuttgart Hbf,ICE 618,Köln Hbf,52,2024-07-23 03:14:00,False,ICE,2686007473625185344-2407230007,5,2024-07-23 02:16:00,2024-07-23 03:09:00,2024-07-23 02:22:00,2024-07-23 03:14:00
Stuttgart Hbf,ICE 619,München Hbf,0,2024-07-23 03:39:00,False,ICE,8701286456892320958-2407222227,5,2024-07-23 03:24:00,2024-07-23 02:56:00,2024-07-23 03:39:00,2024-07-23 03:39:00
Stuttgart Hbf,ICE 699,München Hbf,0,2024-07-23 05:12:00,False,ICE,-7138074359361066746-2407221919,14,2024-07-23 04:52:00,2024-07-23 04:48:00,2024-07-23 05:12:00,2024-07-23 05:12:00
Stuttgart Hbf,ICE 22016,Hamburg-Altona,2,2024-07-23 05:53:00,False,ICE,8488895160366256058-2407230324,5,2024-07-23 05:45:00,2024-07-23 05:48:00,2024-07-23 05:51:00,2024-07-23 05:53:00
Stuttgart Hbf,ICE 1061,München Hbf,9,2024-07-23 06:01:00,False,ICE,5427594935199921006-2407230453,5,2024-07-23 05:45:00,2024-07-23 05:55:00,2024-07-23 05:52:00,2024-07-23 06:01:00
Stuttgart Hbf,ICE 561,München Hbf,1,2024-07-23 06:51:00,False,ICE,-605877143281749034-2407230600,3,2024-07-23 06:44:00,2024-07-23 06:44:00,2024-07-23 06:50:00,2024-07-23 06:51:00
Stuttgart Hbf,ICE 991,München Hbf,1,2024-07-23 07:16:00,False,ICE,4178793572863103484-2407230526,5,2024-07-23 07:07:00,2024-07-23 07:11:00,2024-07-23 07:15:00,2024-07-23 07:16:00
Stuttgart Hbf,ICE 717,München Hbf,0,2024-07-23 07:59:00,False,ICE,-4746884754763411071-2407230605,4,2024-07-23 07:53:00,2024-07-23 07:57:00,2024-07-23 07:59:00,2024-07-23 07:59:00
Stuttgart Hbf,ICE 1068,Karlsruhe Hbf,1,2024-07-23 07:11:00,False,ICE,1847313071699172804-2407230500,5,2024-07-23 07:04:00,2024-07-23 07:04:00,2024-07-23 07:10:00,2024-07-23 07:11:00
Stuttgart Hbf,ICE 2412,Hamburg-Altona,28,2024-07-23 08:19:00,False,ICE,4340345157597797141-2407230532,5,2024-07-23 07:45:00,2024-07-23 08:14:00,2024-07-23 07:51:00,2024-07-23 08:19:00
Stuttgart Hbf,ICE 2512,Frankfurt(Main)Hbf,9,2024-07-23 08:14:00,False,ICE,-8394972919237501261-2407230543,5,2024-07-23 07:59:00,2024-07-23 08:02:00,2024-07-23 08:05:00,2024-07-23 08:14:00
Stuttgart Hbf,ICE 267,München Hbf,5,2024-07-23 08:56:00,False,ICE,9036257144873715932-2407230550,11,2024-07-23 08:45:00,2024-07-23 08:53:00,2024-07-23 08:51:00,2024-07-23 08:56:00
Stuttgart Hbf,ICE 692,Hamburg Hbf,6,2024-07-23 08:57:00,False,ICE,-690776802853422910-2407230641,5,2024-07-23 08:44:00,2024-07-23 08:52:00,2024-07-23 08:51:00,2024-07-23 08:57:00
Stuttgart Hbf,ICE 591,München Hbf,8,2024-07-23 09:23:00,False,ICE,7394330786495536556-2407230705,4,2024-07-23 09:08:00,2024-07-23 09:17:00,2024-07-23 09:15:00,2024-07-23 09:23:00
Stuttgart Hbf,ICE 2410,Hamburg-Altona,4,2024-07-23 09:55:00,False,ICE,3110215159235448756-2407230728,5,2024-07-23 09:45:00,2024-07-23 09:50:00,2024-07-23 09:51:00,2024-07-23 09:55:00
Stuttgart Hbf,ICE 913,München Hbf,8,2024-07-23 09:36:00,False,ICE,9025370439367946468-2407230651,7,2024-07-23 09:22:00,2024-07-23 09:26:00,2024-07-23 09:28:00,2024-07-23 09:36:00
Stuttgart Hbf,ICE 2510,Frankfurt(Main)Hbf,24,2024-07-23 10:29:00,False,ICE,8355114340284714121-2407230746,5,2024-07-23 09:59:00,2024-07-23 10:25:00,2024-07-23 10:05:00,2024-07-23 10:29:00
Stuttgart Hbf,ICE 2501,München Hbf,21,2024-07-23 10:20:00,False,ICE,-4712900064770768337-2407230801,4,2024-07-23 09:52:00,2024-07-23 09:55:00,2024-07-23 09:59:00,2024-07-23 10:20:00
Stuttgart Hbf,ICE 2401,München Hbf,19,2024-07-23 10:33:00,False,ICE,2625137238235520637-2407230011,20,2024-07-23 10:08:00,2024-07-23 10:17:00,2024-07-23 10:14:00,2024-07-23 10:33:00
Stuttgart Hbf,ICE 690,Hamburg Hbf,16,2024-07-23 11:07:00,False,ICE,-2543008509222161707-2407230846,5,2024-07-23 10:43:00,2024-07-23 10:57:00,2024-07-23 10:51:00,2024-07-23 11:07:00
Stuttgart Hbf,ICE 563,München Hbf,3,2024-07-23 10:54:00,False,ICE,7515891464844108057-2407230827,6,2024-07-23 10:45:00,2024-07-23 10:48:00,2024-07-23 10:51:00,2024-07-23 10:54:00
Stuttgart Hbf,ICE 568,Karlsruhe Hbf,26,2024-07-23 11:38:00,False,ICE,-5628776902806503379-2407230903,5,2024-07-23 11:02:00,2024-07-23 11:30:00,2024-07-23 11:12:00,2024-07-23 11:38:00
Stuttgart Hbf,ICE 2408,Hamburg-Altona,1,2024-07-23 11:52:00,False,ICE,263505606232155959-2407230927,5,2024-07-23 11:45:00,2024-07-23 11:43:00,2024-07-23 11:51:00,2024-07-23 11:52:00
Stuttgart Hbf,ICE 2508,Frankfurt(Main)Hbf,1,2024-07-23 12:06:00,False,ICE,2118840296672669969-2407230947,5,2024-07-23 11:59:00,2024-07-23 11:59:00,2024-07-23 12:05:00,2024-07-23 12:06:00
Stuttgart Hbf,ICE 2503,München Hbf,3,2024-07-23 12:02:00,False,ICE,-1324707288457092225-2407230954,4,2024-07-23 11:53:00,2024-07-23 11:53:00,2024-07-23 11:59:00,2024-07-23 12:02:00
Stuttgart Hbf,ICE 593,München Hbf,0,2024-07-23 11:15:00,False,ICE,-602704781851165380-2407230514,10,2024-07-23 11:08:00,2024-07-23 11:07:00,2024-07-23 11:15:00,2024-07-23 11:15:00
Stuttgart Hbf,ICE 565,München Hbf,2,2024-07-23 12:53:00,False,ICE,3705893801311502416-2407231204,3,2024-07-23 12:45:00,2024-07-23 12:47:00,2024-07-23 12:51:00,2024-07-23 12:53:00
Stuttgart Hbf,ICE 2403,München Hbf,13,2024-07-23 12:27:00,False,ICE,-7180628394858715905-2407230449,12,2024-07-23 12:08:00,2024-07-23 12:22:00,2024-07-23 12:14:00,2024-07-23 12:27:00
Stuttgart Hbf,ICE 1218,Hamburg Hbf,11,2024-07-23 13:02:00,False,ICE,8983673647294408675-2407230840,11,2024-07-23 12:43:00,2024-07-23 12:57:00,2024-07-23 12:51:00,2024-07-23 13:02:00
Stuttgart Hbf,ICE 566,Karlsruhe Hbf,6,2024-07-23 13:15:00,False,ICE,-4243685153474784824-2407231103,5,2024-07-23 13:02:00,2024-07-23 13:10:00,2024-07-23 13:09:00,2024-07-23 13:15:00
Stuttgart Hbf,ICE 2505,München Hbf,7,2024-07-23 14:06:00,False,ICE,-1386351384940595123-2407231153,4,2024-07-23 13:53:00,2024-07-23 14:01:00,2024-07-23 13:59:00,2024-07-23 14:06:00
Stuttgart Hbf,ICE 2506,Frankfurt(Main)Hbf,11,2024-07-23 14:16:00,False,ICE,-3190940513038667025-2407231148,5,2024-07-23 13:59:00,2024-07-23 14:06:00,2024-07-23 14:05:00,2024-07-23 14:16:00
Stuttgart Hbf,ICE 595,München Hbf,23,2024-07-23 13:38:00,False,ICE,5524095712606932700-2407230613,11,2024-07-23 13:08:00,2024-07-23 13:33:00,2024-07-23 13:15:00,2024-07-23 13:38:00
Stuttgart Hbf,ICE 2406,Hamburg-Harburg,15,2024-07-23 14:06:00,False,ICE,-8978030187738286064-2407231128,5,2024-07-23 13:45:00,2024-07-23 14:01:00,2024-07-23 13:51:00,2024-07-23 14:06:00
Stuttgart Hbf,ICE 567,München Hbf,3,2024-07-23 14:54:00,False,ICE,3762301582140299933-2407231404,3,2024-07-23 14:45:00,2024-07-23 14:48:00,2024-07-23 14:51:00,2024-07-23 14:54:00
Stuttgart Hbf,ICE 1096,Kiel Hbf,35,2024-07-23 15:26:00,False,ICE,7265904803286392428-2407231247,5,2024-07-23 14:43:00,2024-07-23 15:18:00,2024-07-23 14:51:00,2024-07-23 15:26:00
Stuttgart Hbf,ICE 2405,München Hbf,7,2024-07-23 14:21:00,False,ICE,-4821046444247872271-2407230941,7,2024-07-23 14:08:00,2024-07-23 14:12:00,2024-07-23 14:14:00,2024-07-23 14:21:00
Stuttgart Hbf,ICE 2507,München Hbf,0,2024-07-23 15:59:00,False,ICE,8807778814697037054-2407231354,4,2024-07-23 15:53:00,2024-07-23 15:52:00,2024-07-23 15:59:00,2024-07-23 15:59:00
Stuttgart Hbf,ICE 597,München Hbf,1,2024-07-23 15:16:00,False,ICE,434865117917205190-2407230924,8,2024-07-23 15:08:00,2024-07-23 15:06:00,2024-07-23 15:15:00,2024-07-23 15:16:00
Stuttgart Hbf,ICE 2504,Frankfurt(Main)Hbf,10,2024-07-23 16:15:00,False,ICE,-3746817127465080930-2407231348,5,2024-07-23 15:59:00,2024-07-23 16:06:00,2024-07-23 16:05:00,2024-07-23 16:15:00
Stuttgart Hbf,ICE 564,Karlsruhe Hbf,7,2024-07-23 15:16:00,False,ICE,-1073960129091467682-2407231303,5,2024-07-23 15:02:00,2024-07-23 15:11:00,2024-07-23 15:09:00,2024-07-23 15:16:00
Stuttgart Hbf,ICE 2404,Hamburg-Harburg,0,2024-07-23 15:51:00,False,ICE,9027111534189161094-2407231327,5,2024-07-23 15:45:00,2024-07-23 15:44:00,2024-07-23 15:51:00,2024-07-23 15:51:00
Stuttgart Hbf,ICE 594,Hamburg-Harburg,3,2024-07-23 16:54:00,False,ICE,1140779865956290650-2407231446,5,2024-07-23 16:43:00,2024-07-23 16:49:00,2024-07-23 16:51:00,2024-07-23 16:54:00
Stuttgart Hbf,ICE 2407,München Hbf,19,2024-07-23 16:33:00,False,ICE,-6564341875414589886-2407230829,14,2024-07-23 16:08:00,2024-07-23 16:28:00,2024-07-23 16:14:00,2024-07-23 16:33:00
Stuttgart Hbf,ICE 569,München Hbf,4,2024-07-23 16:55:00,False,ICE,-7759827436146803415-2407231604,3,2024-07-23 16:45:00,2024-07-23 16:50:00,2024-07-23 16:51:00,2024-07-23 16:55:00
Stuttgart Hbf,ICE 562,Saarbrücken Hbf,11,2024-07-23 17:19:00,False,ICE,-6869650552962585885-2407231502,5,2024-07-23 17:02:00,2024-07-23 17:14:00,2024-07-23 17:08:00,2024-07-23 17:19:00
Stuttgart Hbf,ICE 2509,München Hbf,1,2024-07-23 18:00:00,False,ICE,-8570183957246820181-2407231554,4,2024-07-23 17:52:00,2024-07-23 17:52:00,2024-07-23 17:59:00,2024-07-23 18:00:00
Stuttgart Hbf,ICE 2502,Frankfurt(Main)Hbf,7,2024-07-23 18:12:00,False,ICE,-1481309699314519873-2407231547,5,2024-07-23 17:59:00,2024-07-23 18:09:00,2024-07-23 18:05:00,2024-07-23 18:12:00
Stuttgart Hbf,ICE 2402,Dortmund Hbf,4,2024-07-23 17:55:00,False,ICE,-5049952125224097798-2407231528,5,2024-07-23 17:45:00,2024-07-23 17:50:00,2024-07-23 17:51:00,2024-07-23 17:55:00
Stuttgart Hbf,ICE 599,München Hbf,52,2024-07-23 18:06:00,False,ICE,3567808221161966225-2407231124,8,2024-07-23 17:08:00,2024-07-23 17:58:00,2024-07-23 17:14:00,2024-07-23 18:06:00
Stuttgart Hbf,ICE 1069,München Hbf,6,2024-07-23 18:57:00,False,ICE,7280991471195430281-2407231804,3,2024-07-23 18:45:00,2024-07-23 18:47:00,2024-07-23 18:51:00,2024-07-23 18:57:00
Stuttgart Hbf,ICE 592,Frankfurt(Main)Hbf,3,2024-07-23 18:54:00,False,ICE,5089820149948252230-2407231646,5,2024-07-23 18:43:00,2024-07-23 18:45:00,2024-07-23 18:51:00,2024-07-23 18:54:00
Stuttgart Hbf,ICE 2409,München Hbf,27,2024-07-23 18:41:00,False,ICE,4921089780310698838-2407231030,14,2024-07-23 18:08:00,2024-07-23 18:33:00,2024-07-23 18:14:00,2024-07-23 18:41:00
Stuttgart Hbf,ICE 2511,München Hbf,6,2024-07-23 20:05:00,False,ICE,-6444941605235901936-2407231747,4,2024-07-23 19:53:00,2024-07-23 19:51:00,2024-07-23 19:59:00,2024-07-23 20:05:00
Stuttgart Hbf,ICE 266,Basel SBB,29,2024-07-23 19:41:00,False,ICE,-2795453744905001153-2407231659,6,2024-07-23 19:02:00,2024-07-23 19:36:00,2024-07-23 19:12:00,2024-07-23 19:41:00
Stuttgart Hbf,ICE 2500,Frankfurt(Main)Hbf,7,2024-07-23 20:12:00,False,ICE,7958024030493783972-2407231747,5,2024-07-23 19:59:00,2024-07-23 20:07:00,2024-07-23 20:05:00,2024-07-23 20:12:00
Stuttgart Hbf,ICE 2400,Berlin Ostbahnhof,0,2024-07-23 19:51:00,True,ICE,3612321124108775378-2407231728,5,2024-07-23 19:45:00,2024-07-23 19:45:00,2024-07-23 19:51:00,2024-07-23 19:51:00
Stuttgart Hbf,ICE 1211,Innsbruck Hbf,0,2024-07-23 19:15:00,False,ICE,6795498665772062818-2407231324,8,2024-07-23 19:08:00,2024-07-23 19:07:00,2024-07-23 19:15:00,2024-07-23 19:15:00
Stuttgart Hbf,ICE 2411,München Hbf,21,2024-07-23 20:35:00,False,ICE,5224976432653514129-2407231229,14,2024-07-23 20:08:00,2024-07-23 20:30:00,2024-07-23 20:14:00,2024-07-23 20:35:00
Stuttgart Hbf,ICE 590,Frankfurt(Main)Hbf,5,2024-07-23 20:56:00,False,ICE,-7610672940066525446-2407231846,5,2024-07-23 20:43:00,2024-07-23 20:51:00,2024-07-23 20:51:00,2024-07-23 20:56:00
Stuttgart Hbf,ICE 910,Saarbrücken Hbf,0,2024-07-23 20:38:00,True,ICE,6195485783263057734-2407231828,5,2024-07-23 20:31:00,2024-07-23 20:31:00,2024-07-23 20:38:00,2024-07-23 20:38:00
Stuttgart Hbf,ICE 560,Karlsruhe Hbf,4,2024-07-23 21:15:00,False,ICE,-1895474681646249837-2407231901,6,2024-07-23 21:03:00,2024-07-23 21:10:00,2024-07-23 21:11:00,2024-07-23 21:15:00
Stuttgart Hbf,ICE 2308,Frankfurt(Main)Hbf,9,2024-07-23 22:14:00,True,ICE,993826748729604473-2407231946,5,2024-07-23 21:59:00,2024-07-23 22:08:00,2024-07-23 22:05:00,2024-07-23 22:14:00
Stuttgart Hbf,ICE 693,München Hbf,3,2024-07-23 21:18:00,False,ICE,-5198077084450588432-2407231524,8,2024-07-23 21:08:00,2024-07-23 21:11:00,2024-07-23 21:15:00,2024-07-23 21:18:00
Stuttgart Hbf,ICE 2413,München Hbf,0,2024-07-23 22:14:00,True,ICE,-5721089426791775973-2407231044,19,2024-07-23 22:08:00,2024-07-23 22:19:00,2024-07-23 22:14:00,2024-07-23 22:14:00
Stuttgart Hbf,ICE 990,Frankfurt(Main)Hbf,27,2024-07-23 23:18:00,False,ICE,-2320340282101811304-2407232043,6,2024-07-23 22:43:00,2024-07-23 23:13:00,2024-07-23 22:51:00,2024-07-23 23:18:00
Stuttgart Hbf,ICE 698,Berlin Gesundbrunnen,12,2024-07-24 00:23:00,False,ICE,7108274583246193747-2407232151,5,2024-07-24 00:01:00,2024-07-24 00:11:00,2024-07-24 00:11:00,2024-07-24 00:23:00
Stuttgart Hbf,ICE 618,Köln Hbf,21,2024-07-24 02:43:00,False,ICE,2686007473625185344-2407240007,5,2024-07-24 02:16:00,2024-07-24 02:37:00,2024-07-24 02:22:00,2024-07-24 02:43:00
Stuttgart Hbf,ICE 619,München Hbf,0,2024-07-24 03:39:00,False,ICE,8701286456892320958-2407232225,5,2024-07-24 03:24:00,2024-07-24 02:44:00,2024-07-24 03:39:00,2024-07-24 03:39:00
Stuttgart Hbf,ICE 699,München Hbf,0,2024-07-24 05:12:00,False,ICE,-7138074359361066746-2407231919,15,2024-07-24 04:52:00,2024-07-24 04:42:00,2024-07-24 05:12:00,2024-07-24 05:12:00
Stuttgart Hbf,ICE 1061,München Hbf,16,2024-07-24 06:08:00,False,ICE,5427594935199921006-2407240453,5,2024-07-24 05:45:00,2024-07-24 06:03:00,2024-07-24 05:52:00,2024-07-24 06:08:00
Stuttgart Hbf,ICE 22016,Hamburg-Altona,2,2024-07-24 05:53:00,False,ICE,8488895160366256058-2407240324,5,2024-07-24 05:45:00,2024-07-24 05:48:00,2024-07-24 05:51:00,2024-07-24 05:53:00
Stuttgart Hbf,ICE 561,München Hbf,20,2024-07-24 07:10:00,False,ICE,-605877143281749034-2407240600,3,2024-07-24 06:44:00,2024-07-24 07:05:00,2024-07-24 06:50:00,2024-07-24 07:10:00
Stuttgart Hbf,ICE 2512,Frankfurt(Main)Hbf,5,2024-07-24 08:10:00,False,ICE,-8394972919237501261-2407240543,5,2024-07-24 07:59:00,2024-07-24 08:05:00,2024-07-24 08:05:00,2024-07-24 08:10:00
Stuttgart Hbf,ICE 2412,Hamburg-Altona,32,2024-07-24 08:23:00,False,ICE,4340345157597797141-2407240532,5,2024-07-24 07:45:00,2024-07-24 07:50:00,2024-07-24 07:51:00,2024-07-24 08:23:00
Stuttgart Hbf,ICE 717,München Hbf,3,2024-07-24 08:02:00,False,ICE,-4746884754763411071-2407240605,4,2024-07-24 07:53:00,2024-07-24 07:57:00,2024-07-24 07:59:00,2024-07-24 08:02:00
Stuttgart Hbf,ICE 1068,Karlsruhe Hbf,0,2024-07-24 07:10:00,False,ICE,1847313071699172804-2407240500,5,2024-07-24 07:04:00,2024-07-24 07:01:00,2024-07-24 07:10:00,2024-07-24 07:10:00
Stuttgart Hbf,ICE 991,München Hbf,27,2024-07-24 07:42:00,False,ICE,4178793572863103484-2407240526,5,2024-07-24 07:07:00,2024-07-24 07:37:00,2024-07-24 07:15:00,2024-07-24 07:42:00
Stuttgart Hbf,ICE 692,Hamburg Hbf,0,2024-07-24 08:51:00,False,ICE,-690776802853422910-2407240641,5,2024-07-24 08:44:00,2024-07-24 08:43:00,2024-07-24 08:51:00,2024-07-24 08:51:00
Stuttgart Hbf,ICE 267,München Hbf,4,2024-07-24 08:55:00,False,ICE,9036257144873715932-2407240550,11,2024-07-24 08:45:00,2024-07-24 08:50:00,2024-07-24 08:51:00,2024-07-24 08:55:00
Stuttgart Hbf,ICE 2510,Frankfurt(Main)Hbf,16,2024-07-24 10:21:00,False,ICE,8355114340284714121-2407240746,5,2024-07-24 09:59:00,2024-07-24 10:11:00,2024-07-24 10:05:00,2024-07-24 10:21:00
Stuttgart Hbf,ICE 913,München Hbf,1,2024-07-24 09:29:00,True,ICE,9025370439367946468-2407240651,7,2024-07-24 09:22:00,2024-07-24 09:22:00,2024-07-24 09:28:00,2024-07-24 09:29:00
Stuttgart Hbf,ICE 591,München Hbf,1,2024-07-24 09:16:00,False,ICE,7394330786495536556-2407240705,4,2024-07-24 09:08:00,2024-07-24 09:08:00,2024-07-24 09:15:00,2024-07-24 09:16:00
Stuttgart Hbf,ICE 2410,Hamburg-Altona,26,2024-07-24 10:17:00,False,ICE,3110215159235448756-2407240728,5,2024-07-24 09:45:00,2024-07-24 10:03:00,2024-07-24 09:51:00,2024-07-24 10:17:00
Stuttgart Hbf,ICE 2501,München Hbf,3,2024-07-24 10:02:00,False,ICE,-4712900064770768337-2407240801,4,2024-07-24 09:52:00,2024-07-24 09:54:00,2024-07-24 09:59:00,2024-07-24 10:02:00
Stuttgart Hbf,ICE 563,München Hbf,0,2024-07-24 10:51:00,False,ICE,7515891464844108057-2407240827,6,2024-07-24 10:45:00,2024-07-24 10:43:00,2024-07-24 10:51:00,2024-07-24 10:51:00
